! Species         Shape    LJ-depth  LJ-diam   DiplMom   Polzblty  RotRelaxNum Data     
! Name            Index    epsilon/k_B sigma     mu        alpha     Zrot      Source   
S(6489)             2     463.904     6.514     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=602.47 K, Pc=31.67 bar (from Joback method)
C5H9(1030)          2     377.434     5.608     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=490.17 K, Pc=40.36 bar (from Joback method)
C5H8(338)           2     377.736     5.404     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=490.57 K, Pc=45.16 bar (from Joback method)
C5H8(6556)          2     394.881     5.720     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=512.83 K, Pc=39.81 bar (from Joback method)
C5H7(309)           2     377.736     5.404     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=490.57 K, Pc=45.16 bar (from Joback method)
C5H7(335)           2     409.304     5.929     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=531.56 K, Pc=37.04 bar (from Joback method)
S(6667)             2     487.909     6.713     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=633.65 K, Pc=30.42 bar (from Joback method)
C5H6(115)           2     410.336     5.711     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=532.90 K, Pc=41.57 bar (from Joback method)
S(6651)             2     457.115     6.266     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=593.66 K, Pc=35.05 bar (from Joback method)
S(6650)             2     463.964     6.302     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=602.55 K, Pc=34.97 bar (from Joback method)
S(2133)             2     448.709     6.086     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=582.74 K, Pc=37.55 bar (from Joback method)
CH3CO3(52)          2     435.500     4.860     0.000     0.000     1.000    ! NOx2018
S(2663)             2     402.351     5.617     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=522.53 K, Pc=42.83 bar (from Joback method)
S(4202)             2     437.218     5.762     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=567.82 K, Pc=43.11 bar (from Joback method)
S(7502)             2     521.131     6.641     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=676.79 K, Pc=33.57 bar (from Joback method)
S(7517)             2     521.131     6.641     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=676.79 K, Pc=33.57 bar (from Joback method)
S(7759)             2     504.052     6.448     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=654.61 K, Pc=35.47 bar (from Joback method)
S(9174)             2     480.018     5.970     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=623.40 K, Pc=42.55 bar (from Joback method)
S(10539)            2     504.052     6.448     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=654.61 K, Pc=35.47 bar (from Joback method)
S(10934)            2     590.725     7.356     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=767.18 K, Pc=27.99 bar (from Joback method)
S(15287)            2     490.898     6.049     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=637.53 K, Pc=41.84 bar (from Joback method)
S(17115)            2     498.368     6.457     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=647.23 K, Pc=34.93 bar (from Joback method)
S(10540)            2     504.052     6.448     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=654.61 K, Pc=35.47 bar (from Joback method)
